reseller_id,onboarding_date,city_tier,total_gmv,orders_last_30_days,avg_order_value,category_focus,social_shares,buyer_network_size,return_rate,days_since_last_sale,completed_onboarding_training,engagement_score,monetization_score,churn_risk_score,reseller_segment_fixed
4060,4/27/2023,Tier4+,3109,0,698,Beauty,1,4,0.07,142,FALSE,0,48,57,Niche Specialist
4061,2/7/2023,Tier4+,2098,0,592,Home,3,5,0.12,322,TRUE,41,42,92,Niche Specialist
4062,6/3/2023,Tier2,28805,0,490,Mixed,3,0,0.14,152,FALSE,1,64,59,Ghost Reseller
4063,4/5/2023,Tier3,9565,0,609,Fashion,0,4,0.15,276,FALSE,0,49,83,Ghost Reseller
4064,7/22/2023,Tier4+,2918,0,355,Mixed,5,6,0.13,271,TRUE,42,34,82,Low-Engagement Reseller
4065,9/29/2023,Tier4+,1956,2,590,Beauty,158,48,0.06,29,FALSE,47,43,33,Low-Engagement Reseller
4066,3/13/2023,Tier2,806,0,349,Beauty,0,3,0.06,165,TRUE,40,33,62,Low-Engagement Reseller
4067,8/6/2023,Tier3,7162,0,518,Home,4,0,0.09,288,FALSE,1,45,85,Ghost Reseller
4068,1/18/2024,Tier3,16751,4,572,Fashion,178,53,0.07,9,FALSE,53,57,26,Social Catalyst
4069,4/8/2024,Tier3,4811,4,590,Fashion,12,0,0.11,7,FALSE,4,45,25,Low-Engagement Reseller
4070,10/13/2023,Tier3,18096,0,591,Fashion,4,1,0.13,221,TRUE,41,58,72,Ghost Reseller
4071,10/4/2024,Tier4+,29432,0,445,Home,0,0,0.05,267,TRUE,40,65,81,Ghost Reseller
4072,4/24/2024,Tier2,5077,0,304,Fashion,5,1,0.13,83,TRUE,42,34,46,Ghost Reseller
4073,2/23/2024,Tier2,3900,1,744,Fashion,165,48,0.12,4,FALSE,50,49,29,Social Catalyst
4074,5/16/2024,Tier2,2128,0,352,Fashion,5,3,0.05,46,TRUE,42,34,39,Low-Engagement Reseller
4075,1/5/2024,Tier3,7063,0,785,Home,2,6,0.11,290,FALSE,1,54,86,Ghost Reseller
4076,4/11/2023,Tier3,2373,2,516,Mixed,39,9,0.07,6,FALSE,12,40,28,Low-Engagement Reseller
4077,12/24/2023,Tier4+,10534,1,636,Home,122,33,0.08,30,TRUE,77,53,34,Niche Specialist
4078,2/25/2023,Tier4+,42031,0,353,Beauty,0,0,0.08,289,FALSE,0,74,85,Ghost Reseller
4079,8/16/2024,Tier3,1359,0,609,Home,2,0,0.07,116,FALSE,1,43,52,Low-Engagement Reseller
4080,8/5/2024,Tier3,3623,0,453,Fashion,0,5,0.11,172,FALSE,0,38,63,Low-Engagement Reseller
4081,2/4/2024,Tier4+,9177,2,691,Home,153,43,0.15,13,FALSE,46,52,29,Niche Specialist
4082,1/20/2024,Tier3,1692,0,487,Fashion,0,0,0.08,48,TRUE,40,38,39,Low-Engagement Reseller
4083,8/31/2023,Tier4+,11393,0,376,Beauty,3,0,0.08,306,FALSE,1,44,89,Ghost Reseller
4084,10/20/2023,Tier2,2958,0,551,Fashion,1,5,0.12,58,TRUE,40,41,41,Low-Engagement Reseller
4085,5/6/2023,Tier2,2120,3,564,Home,149,49,0.13,29,TRUE,85,41,31,Niche Specialist
4086,4/20/2023,Tier4+,3372,0,682,Home,1,2,0.14,287,FALSE,0,46,85,Niche Specialist
4087,9/15/2023,Tier3,5360,0,531,Fashion,0,0,0.15,288,TRUE,40,42,85,Ghost Reseller
4088,10/15/2023,Tier2,29289,1,739,Fashion,92,23,0.08,14,FALSE,28,75,31,Social Catalyst
4089,1/14/2023,Tier3,2755,0,336,Fashion,5,6,0.15,357,FALSE,2,32,98,Low-Engagement Reseller
4090,4/19/2024,Tier4+,1826,0,632,Home,1,0,0.12,44,FALSE,0,43,38,Low-Engagement Reseller
4091,12/5/2024,Tier4+,14473,1,382,Fashion,124,36,0.13,8,FALSE,37,46,30,Social Catalyst
4092,12/12/2023,Tier3,28662,1,317,Fashion,189,61,0.11,22,FALSE,57,58,33,Social Catalyst
4093,9/24/2023,Tier4+,2108,2,505,Home,174,47,0.15,25,TRUE,92,38,32,Niche Specialist
4094,8/28/2023,Tier3,6214,0,402,Fashion,5,4,0.07,227,TRUE,42,40,74,Ghost Reseller
4095,4/20/2024,Tier2,8465,0,482,Fashion,2,0,0.07,234,FALSE,1,45,75,Ghost Reseller
4096,12/5/2023,Tier3,1697,2,596,Beauty,159,46,0.05,8,FALSE,48,43,29,Low-Engagement Reseller
4097,9/24/2023,Tier2,9044,0,304,Beauty,4,6,0.14,195,TRUE,41,38,67,Ghost Reseller
4098,1/8/2024,Tier2,267,0,690,Fashion,0,5,0.12,55,FALSE,0,44,41,Low-Engagement Reseller
4099,7/4/2023,Tier2,2584,0,518,Home,4,3,0.09,38,TRUE,41,40,37,Niche Specialist
4100,5/24/2023,Tier3,8635,0,754,Fashion,3,0,0.08,148,FALSE,1,55,58,Ghost Reseller
4101,5/3/2023,Tier4+,2499,2,759,Home,149,40,0.08,11,TRUE,85,49,29,Niche Specialist
4102,9/19/2024,Tier4+,5682,0,326,Fashion,0,0,0.06,78,FALSE,0,37,45,Ghost Reseller
4103,11/28/2024,Tier3,2008,2,580,Beauty,194,58,0.14,12,FALSE,58,41,29,Niche Specialist
4104,6/10/2024,Tier4+,170,2,610,Mixed,99,33,0.12,12,FALSE,30,41,29,Low-Engagement Reseller
4105,3/9/2023,Tier3,1102,2,718,Fashion,16,8,0.1,20,FALSE,5,46,31,Low-Engagement Reseller
4106,3/23/2024,Tier3,9313,0,655,Beauty,2,0,0.06,254,FALSE,1,53,79,Ghost Reseller
4107,9/25/2024,Tier3,12310,0,389,Fashion,0,1,0.07,110,TRUE,40,45,51,Ghost Reseller
4108,7/23/2023,Tier4+,2461,0,343,Fashion,3,2,0.06,315,FALSE,1,34,90,Low-Engagement Reseller
4109,12/11/2024,Tier2,9798,0,506,Fashion,3,2,0.15,212,TRUE,41,46,71,Ghost Reseller
4110,11/10/2024,Tier2,11879,0,654,Fashion,5,7,0.13,132,FALSE,2,54,55,Ghost Reseller
4111,3/5/2024,Tier2,4224,2,717,Home,82,26,0.14,22,FALSE,25,48,31,Niche Specialist
4112,4/16/2024,Tier4+,6114,3,694,Home,186,53,0.1,9,FALSE,56,50,27,Niche Specialist
4113,1/10/2024,Tier3,1680,0,351,Beauty,0,0,0.15,142,TRUE,40,32,57,Low-Engagement Reseller
4114,9/7/2023,Tier2,1450,0,771,Beauty,4,0,0.07,38,FALSE,1,49,37,Low-Engagement Reseller
4115,9/28/2023,Tier3,2042,2,648,Beauty,26,12,0.06,1,FALSE,8,45,27,Niche Specialist
4116,2/2/2023,Tier3,2696,1,634,Beauty,76,20,0.1,25,FALSE,23,44,33,Niche Specialist
4117,1/21/2023,Tier2,897,0,467,Fashion,1,0,0.15,220,FALSE,0,35,72,Low-Engagement Reseller
4118,8/29/2024,Tier3,6279,0,724,Fashion,0,0,0.05,59,FALSE,0,52,41,Ghost Reseller
4119,1/10/2023,Tier2,1583,0,516,Fashion,2,0,0.13,115,FALSE,1,38,52,Low-Engagement Reseller
4120,7/1/2023,Tier3,1326,0,727,Fashion,0,0,0.14,312,TRUE,40,46,90,Low-Engagement Reseller
4121,2/29/2024,Tier4+,2295,0,618,Fashion,3,0,0.06,263,TRUE,41,44,80,Low-Engagement Reseller
4122,7/24/2023,Tier4+,441,0,374,Fashion,4,0,0.13,233,TRUE,41,32,75,Low-Engagement Reseller
4123,4/4/2023,Tier2,3721,1,366,Mixed,200,64,0.14,9,TRUE,100,35,30,Low-Engagement Reseller
4124,4/6/2023,Tier2,3916,0,741,Home,4,0,0.1,209,FALSE,1,50,70,Niche Specialist
4125,12/17/2023,Tier3,3642,0,641,Fashion,4,1,0.07,329,FALSE,1,46,93,Low-Engagement Reseller
4126,4/4/2024,Tier4+,1515,0,478,Fashion,0,0,0.11,319,TRUE,40,37,91,Low-Engagement Reseller
4127,11/20/2024,Tier4+,7541,4,772,Mixed,50,18,0.05,15,FALSE,15,55,27,Low-Engagement Reseller
4128,8/12/2024,Tier4+,1921,0,314,Fashion,1,2,0.13,226,FALSE,0,31,73,Low-Engagement Reseller
4129,3/27/2023,Tier2,2836,2,700,Fashion,45,10,0.05,19,FALSE,14,48,31,Low-Engagement Reseller
4130,6/15/2023,Tier4+,13499,0,701,Home,2,0,0.07,72,FALSE,1,58,44,Ghost Reseller
4131,4/27/2023,Tier3,15141,0,717,Fashion,0,1,0.15,172,FALSE,0,59,63,Ghost Reseller
4132,10/15/2024,Tier3,1201,0,621,Fashion,3,6,0.05,274,FALSE,1,43,83,Low-Engagement Reseller
4133,12/16/2024,Tier3,7016,0,784,Home,2,1,0.07,193,TRUE,41,55,67,Ghost Reseller
4134,3/2/2023,Tier4+,2132,3,481,Fashion,122,36,0.14,5,FALSE,37,37,26,Social Catalyst
4135,6/12/2024,Tier3,748,0,426,Mixed,0,4,0.14,115,TRUE,40,34,52,Low-Engagement Reseller
4136,3/7/2023,Tier4+,1022,2,442,Home,16,0,0.15,1,FALSE,5,35,27,Low-Engagement Reseller
4137,12/13/2023,Tier2,2937,0,703,Home,5,2,0.08,123,FALSE,2,48,54,Niche Specialist
4138,2/19/2023,Tier3,372,2,429,Home,91,32,0.08,3,FALSE,27,35,28,Low-Engagement Reseller
4139,4/27/2023,Tier3,1657,2,423,Mixed,17,6,0.06,30,FALSE,5,36,33,Low-Engagement Reseller
4140,3/15/2023,Tier2,23184,4,338,Fashion,65,15,0.06,17,FALSE,20,55,27,Social Catalyst
4141,9/14/2024,Tier3,576,5,587,Fashion,46,12,0.14,30,TRUE,54,40,28,Low-Engagement Reseller
4142,7/8/2024,Tier4+,3291,2,346,Home,187,54,0.06,6,FALSE,56,35,28,Niche Specialist
4143,6/24/2023,Tier2,1314,2,626,Beauty,188,60,0.12,11,TRUE,96,42,29,Low-Engagement Reseller
4144,9/21/2024,Tier3,6388,0,428,Mixed,0,3,0.05,146,FALSE,0,41,58,Ghost Reseller
4145,2/16/2023,Tier3,16059,0,799,Fashion,5,0,0.11,112,TRUE,42,64,51,Ghost Reseller
4146,6/22/2023,Tier2,6931,0,718,Home,1,0,0.13,235,TRUE,40,51,75,Ghost Reseller
4147,1/3/2023,Tier2,16080,3,634,Mixed,179,55,0.06,18,FALSE,54,59,29,Low-Engagement Reseller
4148,6/28/2024,Tier4+,3837,0,509,Beauty,2,0,0.06,212,FALSE,1,42,71,Niche Specialist
4149,3/1/2023,Tier4+,6431,0,541,Home,5,7,0.11,168,FALSE,2,45,62,Ghost Reseller
4150,1/11/2024,Tier3,3332,0,516,Home,0,4,0.09,239,FALSE,0,41,76,Niche Specialist
4151,10/22/2024,Tier3,5952,3,708,Home,25,12,0.13,26,FALSE,8,50,30,Niche Specialist
4152,10/19/2023,Tier3,10161,0,398,Home,5,0,0.1,212,FALSE,2,43,71,Ghost Reseller
4153,9/13/2023,Tier3,8207,1,755,Home,105,32,0.05,15,FALSE,32,56,31,Niche Specialist
4154,7/28/2023,Tier4+,8059,0,359,Home,2,0,0.1,293,FALSE,1,40,86,Ghost Reseller
4155,11/23/2023,Tier4+,2413,1,342,Home,149,44,0.09,5,TRUE,85,33,29,Niche Specialist
4156,3/20/2024,Tier4+,2160,0,791,Mixed,3,6,0.1,194,FALSE,1,50,67,Low-Engagement Reseller
4157,4/20/2024,Tier3,7374,0,325,Fashion,5,6,0.08,172,FALSE,2,38,63,Ghost Reseller
4158,7/27/2023,Tier4+,4642,3,503,Fashion,79,28,0.06,13,FALSE,24,42,28,Social Catalyst
4159,5/14/2023,Tier4+,2675,2,488,Fashion,60,23,0.11,30,FALSE,18,39,33,Social Catalyst
4160,8/28/2024,Tier4+,1846,1,764,Fashion,162,50,0.11,0,FALSE,49,48,29,Social Catalyst
4161,6/17/2023,Tier4+,934,0,360,Fashion,1,0,0.14,128,FALSE,0,32,55,Low-Engagement Reseller
4162,11/14/2024,Tier2,3635,0,585,Fashion,1,0,0.07,124,FALSE,0,44,54,Low-Engagement Reseller
4163,11/6/2023,Tier3,603,0,667,Fashion,3,2,0.15,136,FALSE,1,43,56,Low-Engagement Reseller
4164,12/4/2023,Tier3,2320,0,399,Fashion,5,0,0.15,182,FALSE,2,34,65,Low-Engagement Reseller
4165,4/14/2024,Tier3,1509,0,574,Mixed,1,0,0.08,281,FALSE,0,41,84,Low-Engagement Reseller
4166,7/23/2024,Tier2,8946,0,610,Beauty,4,0,0.06,127,FALSE,1,51,54,Ghost Reseller
4167,3/13/2024,Tier2,1720,0,303,Home,4,0,0.08,341,FALSE,1,31,95,Low-Engagement Reseller
4168,12/19/2023,Tier2,7006,0,566,Home,3,2,0.15,313,FALSE,1,45,90,Ghost Reseller
4169,6/9/2023,Tier3,3890,0,353,Mixed,3,0,0.09,353,FALSE,1,35,98,Low-Engagement Reseller
4170,10/28/2023,Tier3,2780,0,710,Beauty,5,0,0.05,58,TRUE,42,48,41,Niche Specialist
4171,3/13/2023,Tier2,2838,1,362,Fashion,139,46,0.15,21,FALSE,42,33,33,Social Catalyst
4172,6/16/2023,Tier3,1299,0,510,Home,0,5,0.08,97,FALSE,0,39,49,Low-Engagement Reseller
4173,5/16/2023,Tier3,1337,3,529,Beauty,153,43,0.07,22,FALSE,46,40,30,Low-Engagement Reseller
4174,10/30/2024,Tier2,3333,3,377,Home,106,27,0.1,30,FALSE,32,35,31,Niche Specialist
4175,5/9/2024,Tier3,1298,2,348,Beauty,46,19,0.05,15,FALSE,14,33,30,Low-Engagement Reseller
4176,8/1/2024,Tier3,1356,0,362,Fashion,1,0,0.09,92,FALSE,0,33,48,Low-Engagement Reseller
4177,4/29/2023,Tier3,2753,0,549,Fashion,5,4,0.07,274,FALSE,2,42,83,Low-Engagement Reseller
4178,9/17/2023,Tier2,1938,2,749,Fashion,156,50,0.1,15,TRUE,87,48,30,Social Catalyst
4179,8/13/2024,Tier4+,624,0,774,Home,3,5,0.08,46,FALSE,1,48,39,Low-Engagement Reseller
4180,6/26/2024,Tier3,2968,2,338,Home,25,4,0.1,26,TRUE,48,34,32,Niche Specialist
4181,8/6/2023,Tier3,9099,0,741,Home,1,0,0.14,111,FALSE,0,54,51,Ghost Reseller
4182,1/7/2023,Tier3,292,0,682,Fashion,1,0,0.08,357,TRUE,40,44,98,Low-Engagement Reseller
4183,3/24/2023,Tier4+,2831,0,574,Home,0,0,0.05,157,TRUE,40,43,60,Niche Specialist
4184,5/17/2023,Tier3,11559,2,305,Fashion,136,40,0.12,3,FALSE,41,41,28,Social Catalyst
4185,9/13/2023,Tier2,2442,0,573,Fashion,4,5,0.08,56,FALSE,1,42,41,Low-Engagement Reseller
4186,2/26/2023,Tier3,26936,2,649,Fashion,142,39,0.1,11,FALSE,43,69,29,Social Catalyst
4187,10/25/2024,Tier2,2193,0,393,Home,3,5,0.07,64,FALSE,1,36,42,Niche Specialist
4188,11/23/2023,Tier3,6240,0,463,Home,1,0,0.11,137,FALSE,0,41,56,Ghost Reseller
4189,7/14/2023,Tier3,2252,1,724,Fashion,68,22,0.12,14,FALSE,20,47,31,Social Catalyst
4190,6/9/2024,Tier3,1237,0,632,Home,5,5,0.12,250,FALSE,2,43,78,Low-Engagement Reseller
4191,10/3/2023,Tier3,3399,1,785,Home,166,51,0.12,0,TRUE,90,50,29,Niche Specialist
4192,5/4/2024,Tier2,13604,0,668,Mixed,5,0,0.14,35,FALSE,2,56,37,Ghost Reseller
4193,3/10/2023,Tier4+,632,5,472,Home,109,31,0.14,13,FALSE,33,36,25,Low-Engagement Reseller
4194,7/29/2024,Tier3,973,0,400,Fashion,0,2,0.15,267,FALSE,0,33,81,Low-Engagement Reseller
4195,11/26/2023,Tier3,10532,0,516,Home,2,4,0.12,124,TRUE,41,47,54,Ghost Reseller
4196,4/13/2024,Tier3,13373,0,698,Fashion,4,0,0.06,311,FALSE,1,58,90,Ghost Reseller
4197,2/10/2023,Tier3,1345,0,310,Mixed,4,0,0.08,241,FALSE,1,31,76,Low-Engagement Reseller
4198,5/14/2024,Tier3,8470,0,390,Fashion,4,6,0.13,163,FALSE,1,40,61,Ghost Reseller
4199,7/31/2023,Tier3,2364,0,528,Fashion,0,0,0.11,270,TRUE,40,40,82,Low-Engagement Reseller
4200,6/11/2024,Tier4+,15057,1,487,Fashion,26,5,0.15,13,FALSE,8,50,31,Low-Engagement Reseller
4201,3/30/2023,Tier4+,8312,0,708,Fashion,4,1,0.13,312,TRUE,41,52,90,Ghost Reseller
4202,10/5/2023,Tier3,7402,0,384,Mixed,5,1,0.12,118,TRUE,42,39,53,Ghost Reseller
4203,2/7/2023,Tier4+,4130,17,427,Fashion,136,42,0.05,26,TRUE,81,39,9,Social Catalyst
4204,7/27/2024,Tier3,3551,2,755,Fashion,121,40,0.13,18,FALSE,36,49,30,Social Catalyst
4205,3/22/2023,Tier3,3799,0,487,Beauty,3,4,0.06,153,FALSE,1,41,59,Niche Specialist
4206,12/18/2023,Tier3,13663,0,505,Fashion,4,0,0.07,45,FALSE,1,51,39,Ghost Reseller
4207,3/17/2024,Tier2,1628,1,492,Fashion,46,11,0.09,20,FALSE,14,38,32,Low-Engagement Reseller
4208,5/4/2024,Tier2,4235,5,673,Beauty,98,34,0.12,5,FALSE,29,47,23,Niche Specialist
4209,2/20/2023,Tier2,38670,0,334,Home,0,5,0.07,326,TRUE,40,70,93,Ghost Reseller
4210,3/28/2024,Tier3,1716,0,670,Fashion,2,6,0.14,124,TRUE,41,44,54,Low-Engagement Reseller
4211,7/13/2023,Tier4+,8494,0,321,Home,1,0,0.06,174,FALSE,0,39,63,Ghost Reseller
4212,4/10/2023,Tier3,1230,1,364,Fashion,179,56,0.08,5,FALSE,54,33,29,Social Catalyst
4213,9/21/2023,Tier4+,2238,0,726,Home,5,0,0.1,129,FALSE,2,47,55,Niche Specialist
4214,3/5/2024,Tier2,4469,0,642,Home,3,6,0.05,330,FALSE,1,48,93,Niche Specialist
4215,8/7/2023,Tier2,3963,0,532,Home,5,3,0.13,318,TRUE,42,41,91,Niche Specialist
4216,3/19/2024,Tier3,19489,3,584,Home,121,40,0.14,15,TRUE,76,59,28,Niche Specialist
4217,3/23/2023,Tier3,3825,0,448,Home,2,0,0.1,123,FALSE,1,39,54,Niche Specialist
4218,8/2/2023,Tier4+,1440,1,486,Fashion,104,26,0.11,20,TRUE,71,37,32,Social Catalyst
4219,11/13/2023,Tier3,1107,0,472,Fashion,5,5,0.06,68,FALSE,2,38,43,Low-Engagement Reseller
4220,5/1/2023,Tier3,2610,0,728,Home,1,0,0.09,214,FALSE,0,48,71,Niche Specialist
4221,3/5/2024,Tier4+,3396,0,487,Fashion,1,0,0.12,192,FALSE,0,39,67,Low-Engagement Reseller
4222,8/18/2024,Tier4+,5285,0,795,Home,3,3,0.14,330,TRUE,41,52,93,Ghost Reseller
4223,1/18/2024,Tier3,4819,2,477,Home,118,33,0.11,19,FALSE,35,41,31,Niche Specialist
4224,11/20/2023,Tier4+,5061,3,457,Fashion,21,8,0.14,17,FALSE,6,39,29,Low-Engagement Reseller
4225,11/26/2023,Tier4+,2477,0,799,Fashion,0,4,0.12,102,FALSE,0,50,50,Low-Engagement Reseller
4226,3/24/2023,Tier2,5692,0,445,Home,3,4,0.13,305,FALSE,1,40,88,Ghost Reseller
4227,1/6/2023,Tier4+,4152,1,328,Home,169,56,0.14,6,FALSE,51,34,30,Niche Specialist
4228,2/15/2024,Tier4+,2191,1,579,Beauty,181,49,0.13,10,FALSE,54,41,30,Niche Specialist
4229,5/13/2023,Tier3,287,0,524,Beauty,2,0,0.14,209,FALSE,1,37,70,Low-Engagement Reseller
4230,1/11/2023,Tier3,9783,0,494,Fashion,3,0,0.12,244,TRUE,41,46,77,Ghost Reseller
4231,4/27/2023,Tier3,2272,0,313,Beauty,4,1,0.15,160,FALSE,1,31,61,Niche Specialist
4232,7/24/2024,Tier3,2829,0,319,Home,5,3,0.05,316,TRUE,42,34,91,Niche Specialist
4233,6/27/2024,Tier4+,2351,0,440,Home,2,0,0.15,37,TRUE,41,36,37,Niche Specialist
4234,11/28/2024,Tier3,1994,0,354,Fashion,5,6,0.1,176,TRUE,42,33,64,Low-Engagement Reseller
4235,2/18/2024,Tier3,3127,0,800,Beauty,5,6,0.09,226,TRUE,42,51,73,Niche Specialist
4236,10/27/2023,Tier3,10425,1,365,Fashion,187,52,0.11,19,TRUE,96,42,32,Social Catalyst
4237,12/3/2023,Tier4+,891,0,442,Fashion,5,5,0.13,238,FALSE,2,35,76,Low-Engagement Reseller
4238,5/10/2023,Tier3,1551,1,464,Fashion,24,7,0.15,18,FALSE,7,36,32,Low-Engagement Reseller
4239,4/7/2024,Tier2,3455,0,394,Home,5,0,0.12,105,FALSE,2,36,50,Niche Specialist
4240,12/8/2024,Tier3,1021,10,317,Home,59,15,0.08,7,TRUE,58,31,16,Low-Engagement Reseller
4241,7/12/2023,Tier2,7993,1,619,Beauty,18,9,0.08,13,FALSE,5,50,31,Niche Specialist
4242,8/23/2023,Tier3,4212,0,448,Mixed,3,1,0.07,276,FALSE,1,40,83,Low-Engagement Reseller
4243,5/26/2024,Tier3,19878,0,755,Home,5,2,0.11,274,FALSE,2,66,83,Ghost Reseller
4244,11/21/2024,Tier4+,991,0,759,Fashion,1,0,0.06,288,FALSE,0,48,85,Low-Engagement Reseller
4245,9/30/2024,Tier2,6847,0,637,Beauty,2,0,0.05,269,FALSE,1,50,82,Ghost Reseller
4246,7/19/2024,Tier3,1530,2,640,Fashion,132,45,0.05,23,FALSE,40,45,31,Social Catalyst
4247,3/9/2023,Tier3,1693,1,435,Fashion,188,57,0.12,11,FALSE,56,36,31,Social Catalyst
4248,10/10/2023,Tier4+,9759,1,775,Mixed,107,31,0.06,9,TRUE,72,58,30,Low-Engagement Reseller
4249,7/16/2024,Tier2,2991,1,483,Home,162,44,0.1,28,FALSE,49,39,34,Niche Specialist
4250,4/21/2023,Tier4+,19014,4,706,Beauty,105,28,0.1,18,FALSE,32,63,27,Niche Specialist
4251,9/24/2024,Tier4+,2177,2,412,Fashion,72,24,0.05,28,FALSE,22,37,32,Social Catalyst
4252,8/18/2024,Tier4+,9009,1,773,Beauty,23,2,0.11,30,TRUE,47,56,34,Niche Specialist
4253,11/4/2023,Tier4+,9279,0,358,Mixed,2,3,0.09,118,TRUE,41,41,53,Ghost Reseller
4254,3/28/2024,Tier4+,10187,2,718,Home,174,56,0.14,30,TRUE,92,54,33,Niche Specialist
4255,3/12/2023,Tier2,9891,17,365,Home,141,42,0.13,30,FALSE,42,41,10,Niche Specialist
4256,5/1/2024,Tier3,4072,0,406,Fashion,3,0,0.11,42,FALSE,1,37,38,Low-Engagement Reseller
4257,4/20/2024,Tier3,2398,1,747,Beauty,103,32,0.08,26,FALSE,31,49,33,Niche Specialist
4258,5/8/2023,Tier4+,21425,0,623,Fashion,0,0,0.1,350,TRUE,40,63,97,Ghost Reseller
4259,7/10/2023,Tier3,1183,0,597,Fashion,0,3,0.15,146,FALSE,0,41,58,Low-Engagement Reseller
4260,7/10/2023,Tier3,2175,5,704,Home,80,20,0.09,30,FALSE,24,47,28,Niche Specialist
4261,11/13/2023,Tier2,11924,2,488,Home,17,4,0.12,9,TRUE,45,48,29,Niche Specialist
4262,12/12/2024,Tier3,2211,0,484,Fashion,1,0,0.06,75,TRUE,40,39,44,Low-Engagement Reseller
4263,11/14/2024,Tier3,3431,0,784,Home,1,0,0.14,264,TRUE,40,50,81,Niche Specialist
4264,3/16/2024,Tier2,11750,0,714,Home,0,0,0.11,273,FALSE,0,56,82,Ghost Reseller
4265,2/23/2024,Tier4+,4070,0,653,Fashion,0,2,0.13,101,FALSE,0,46,49,Low-Engagement Reseller
4266,7/16/2023,Tier2,7000,1,792,Beauty,194,57,0.07,0,FALSE,58,55,29,Niche Specialist
4267,10/6/2023,Tier3,1892,0,309,Beauty,2,6,0.13,47,FALSE,1,31,39,Low-Engagement Reseller
4268,6/20/2024,Tier3,48273,0,521,Mixed,3,0,0.05,248,FALSE,1,87,78,Ghost Reseller
4269,9/5/2023,Tier3,2381,0,357,Fashion,3,0,0.12,322,FALSE,1,33,92,Low-Engagement Reseller
4270,11/25/2023,Tier4+,1164,17,795,Mixed,131,41,0.07,14,FALSE,39,50,7,Low-Engagement Reseller
4271,4/10/2024,Tier4+,8248,0,389,Fashion,5,0,0.05,58,TRUE,42,42,41,Ghost Reseller
4272,8/25/2023,Tier3,1625,0,386,Home,3,0,0.06,80,FALSE,1,35,45,Low-Engagement Reseller
4273,12/28/2024,Tier2,27662,0,792,Fashion,4,1,0.08,294,FALSE,1,76,86,Ghost Reseller
4274,9/26/2024,Tier3,4686,0,619,Beauty,4,5,0.15,190,FALSE,1,45,66,Niche Specialist
4275,8/27/2024,Tier3,2205,2,734,Fashion,62,20,0.06,18,FALSE,19,49,30,Social Catalyst
4276,5/29/2023,Tier4+,7279,0,706,Fashion,0,0,0.12,100,FALSE,0,51,49,Ghost Reseller
4277,6/18/2023,Tier3,6313,0,776,Beauty,4,3,0.11,339,FALSE,1,53,95,Ghost Reseller
4278,10/14/2023,Tier2,4824,4,398,Fashion,96,30,0.06,8,FALSE,29,39,26,Social Catalyst
4279,3/2/2024,Tier4+,768,4,776,Beauty,122,40,0.11,19,FALSE,37,48,28,Low-Engagement Reseller
4280,9/5/2024,Tier2,3791,2,359,Fashion,21,1,0.08,11,FALSE,6,36,29,Low-Engagement Reseller
4281,12/5/2024,Tier3,18010,5,792,Fashion,169,50,0.12,9,TRUE,91,65,24,Super-Spreader
4282,9/22/2023,Tier3,16339,0,529,Home,4,5,0.06,143,FALSE,1,55,57,Ghost Reseller
4283,5/13/2023,Tier2,3817,4,668,Beauty,128,42,0.12,14,TRUE,78,46,27,Niche Specialist
4284,1/8/2024,Tier2,4407,1,660,Fashion,196,61,0.1,0,FALSE,59,47,29,Social Catalyst
4285,6/20/2024,Tier4+,419,4,776,Fashion,169,49,0.05,29,FALSE,51,49,30,Social Catalyst
4286,1/8/2024,Tier3,2120,0,558,Fashion,1,5,0.11,245,TRUE,40,41,77,Low-Engagement Reseller
4287,4/24/2024,Tier4+,6742,0,603,Fashion,3,0,0.06,186,FALSE,1,48,66,Ghost Reseller
4288,5/15/2023,Tier2,5686,0,418,Fashion,2,0,0.1,273,FALSE,1,39,82,Ghost Reseller
4289,2/24/2024,Tier3,2320,0,619,Beauty,4,1,0.05,185,TRUE,41,45,65,Niche Specialist
4290,3/24/2024,Tier4+,3059,0,318,Home,2,6,0.11,79,FALSE,1,33,45,Niche Specialist
4291,4/8/2023,Tier4+,1280,1,495,Home,104,27,0.11,5,FALSE,31,38,29,Low-Engagement Reseller
4292,12/2/2024,Tier2,10756,12,756,Fashion,124,38,0.1,19,TRUE,77,57,16,Super-Spreader
4293,3/25/2024,Tier3,6128,0,596,Mixed,4,6,0.05,79,TRUE,41,47,45,Ghost Reseller
4294,3/11/2023,Tier2,8117,0,580,Fashion,5,0,0.15,293,TRUE,42,47,86,Ghost Reseller
4295,1/11/2023,Tier3,2670,1,789,Fashion,121,40,0.1,29,TRUE,76,50,34,Social Catalyst
4296,1/17/2024,Tier3,9634,0,762,Home,1,0,0.05,126,FALSE,0,57,54,Ghost Reseller
4297,1/28/2024,Tier4+,745,0,557,Mixed,1,0,0.06,191,TRUE,40,40,67,Low-Engagement Reseller
4298,3/21/2024,Tier4+,839,0,643,Beauty,2,0,0.06,345,FALSE,1,44,96,Low-Engagement Reseller
4299,8/15/2024,Tier3,3971,0,422,Mixed,4,0,0.1,163,TRUE,41,38,61,Low-Engagement Reseller
4300,3/18/2023,Tier4+,927,5,746,Home,173,54,0.15,29,TRUE,92,46,28,Low-Engagement Reseller
4301,5/18/2024,Tier2,3372,2,564,Home,20,3,0.15,23,TRUE,46,42,31,Niche Specialist
